,fecha,ciudad,dispositivo,categoria_producto,metodo_pago,edad_cliente,productos_carrito,tiempo_sesion_min,rating_producto,precio_promedio,monto_total,compra_completada
14752,2025-09-06 16:00:00,Valparaíso,Desktop,Deportes,Tarjeta,,2,5.6,5.0,15452.0,33233.0,1
14753,2025-09-06 17:00:00,Valparaíso,Desktop,Electrónica,Tarjeta,53.0,1,3.8,3.0,7117.0,7780.0,0
14754,2025-09-06 18:00:00,Santiago,Mobile,Libros,Tarjeta,32.0,2,7.1,2.0,19988.0,36964.0,1
14755,2025-09-06 19:00:00,Concepción,Mobile,Deportes,Transferencia,86.0,5,13.6,4.0,5858.0,32875.0,0
14756,2025-09-06 20:00:00,Valparaíso,Desktop,Deportes,Tarjeta,67.0,4,1.5,5.0,24872.0,99031.0,1
14757,2025-09-06 21:00:00,Valparaíso,Desktop,Ropa,Tarjeta,37.0,10,13.5,3.0,15755.0,153843.0,1
14758,2025-09-06 22:00:00,Concepción,Mobile,Deportes,Tarjeta,77.0,3,13.6,5.0,111668.0,380940.0,1
14759,2025-09-06 23:00:00,Santiago,Mobile,Ropa,,45.0,4,3.2,5.0,12060.0,43796.0,0
14760,2025-09-07 00:00:00,Valparaíso,Mobile,Deportes,Tarjeta,39.0,4,6.2,5.0,2434.0,10196.0,0
14761,2025-09-07 01:00:00,Concepción,Mobile,Ropa,Tarjeta,57.0,3,20.5,,15200.0,49784.0,0
14762,2025-09-07 02:00:00,Santiago,Mobile,Electrónica,,51.0,2,7.8,,11178.0,24637.0,0
14763,2025-09-07 03:00:00,Santiago,Mobile,Deportes,Efectivo,31.0,2,9.8,4.0,26245.0,54088.0,1
14764,2025-09-07 04:00:00,La Serena,Desktop,Ropa,,42.0,1,4.1,5.0,2551.0,2820.0,0
14765,2025-09-07 05:00:00,Santiago,Mobile,Hogar,Tarjeta,46.0,4,11.0,,19843.0,85351.0,0
14766,2025-09-07 06:00:00,Valparaíso,Desktop,Hogar,Tarjeta,41.0,7,15.6,4.0,4886.0,35912.0,0
14767,2025-09-07 07:00:00,La Serena,Desktop,Deportes,,54.0,7,6.1,,2065.0,12406.0,0
14768,2025-09-07 08:00:00,Santiago,Mobile,Ropa,Tarjeta,66.0,4,2.1,5.0,30421.0,131157.0,0
14769,2025-09-07 09:00:00,Santiago,Desktop,Electrónica,,81.0,3,0.5,,8720.0,24012.0,0
14770,2025-09-07 10:00:00,Concepción,Mobile,Deportes,Tarjeta,51.0,7,,5.0,5577.0,34557.0,0
14771,2025-09-07 11:00:00,Concepción,Desktop,Electrónica,,33.0,1,15.4,2.0,69041.0,74542.0,0
14772,2025-09-07 12:00:00,Valparaíso,Mobile,Ropa,,72.0,4,5.7,3.0,18511.0,77761.0,0
14773,2025-09-07 13:00:00,Valparaíso,Mobile,Hogar,Tarjeta,50.0,1,8.4,,28647.0,25762.0,0
14774,2025-09-07 14:00:00,Concepción,Desktop,Ropa,Tarjeta,41.0,3,0.1,4.0,2826.0,7333.0,1
14775,2025-09-07 15:00:00,Concepción,Mobile,Electrónica,Tarjeta,,7,,4.0,57424.0,423843.0,0
14776,2025-09-07 16:00:00,Santiago,Mobile,Hogar,,39.0,3,5.9,4.0,10668.0,33782.0,0
14777,2025-09-07 17:00:00,Santiago,Mobile,Deportes,Tarjeta,52.0,5,3.5,5.0,12767.0,63894.0,1
14778,2025-09-07 18:00:00,Valparaíso,Mobile,Hogar,,34.0,5,10.6,,26577.0,133521.0,0
14779,2025-09-07 19:00:00,Concepción,Desktop,Deportes,Tarjeta,42.0,3,11.3,4.0,8260.0,23054.0,1
14780,2025-09-07 20:00:00,Concepción,Mobile,Deportes,Efectivo,49.0,4,3.9,4.0,24795.0,85508.0,0
14781,2025-09-07 21:00:00,La Serena,Mobile,Hogar,Tarjeta,44.0,5,1.6,3.0,8731.0,46960.0,1
14782,2025-09-07 22:00:00,Concepción,Mobile,Hogar,Tarjeta,44.0,1,12.9,4.0,19971.0,22626.0,1
14783,2025-09-07 23:00:00,Valparaíso,Mobile,Electrónica,Transferencia,61.0,3,7.7,5.0,9554.0,31608.0,1
14784,2025-09-08 00:00:00,Santiago,Desktop,Hogar,Tarjeta,67.0,4,1.4,5.0,24232.0,108363.0,1
14785,2025-09-08 01:00:00,Concepción,Mobile,Libros,Efectivo,,2,3.2,3.0,8156.0,18280.0,1
14786,2025-09-08 02:00:00,Concepción,Desktop,Hogar,,56.0,1,8.0,2.0,14595.0,12821.0,0
14787,2025-09-08 03:00:00,Valparaíso,Mobile,Electrónica,Transferencia,90.0,15,,3.0,25540.0,359661.0,1
14788,2025-09-08 04:00:00,Santiago,Mobile,Libros,,45.0,3,0.6,2.0,8169.0,28121.0,0
14789,2025-09-08 05:00:00,La Serena,Desktop,Libros,Tarjeta,70.0,9,17.9,1.0,3997.0,40337.0,1
14790,2025-09-08 06:00:00,Valparaíso,Desktop,Ropa,Tarjeta,63.0,3,5.4,,14550.0,37293.0,0
14791,2025-09-08 07:00:00,Santiago,Mobile,Libros,Transferencia,44.0,3,28.9,5.0,14736.0,48475.0,0
14792,2025-09-08 08:00:00,Valparaíso,Mobile,Deportes,Transferencia,90.0,5,1.2,5.0,9362.0,50795.0,1
14793,2025-09-08 09:00:00,Valparaíso,Mobile,Electrónica,Transferencia,,2,2.2,1.0,37074.0,64708.0,1
14794,2025-09-08 10:00:00,Santiago,Mobile,Ropa,Tarjeta,,20,10.4,4.0,4592.0,78171.0,0
14795,2025-09-08 11:00:00,Concepción,Mobile,Hogar,Tarjeta,33.0,3,6.4,,18788.0,59555.0,0
14796,2025-09-08 12:00:00,Santiago,Desktop,Libros,Tarjeta,,2,4.5,3.0,8395.0,14854.0,1
14797,2025-09-08 13:00:00,Santiago,Desktop,Ropa,,42.0,6,6.7,,43928.0,301244.0,0
14798,2025-09-08 14:00:00,Santiago,Desktop,Deportes,Tarjeta,78.0,9,15.9,4.0,27715.0,256520.0,1
14799,2025-09-08 15:00:00,Concepción,Desktop,Ropa,Tarjeta,45.0,3,0.6,4.0,22827.0,74613.0,1
14800,2025-09-08 16:00:00,La Serena,Desktop,Deportes,Tarjeta,34.0,4,11.4,5.0,12928.0,50520.0,1
14801,2025-09-08 17:00:00,Concepción,Desktop,Ropa,Tarjeta,41.0,8,8.2,4.0,3609.0,25797.0,1
14802,2025-09-08 18:00:00,La Serena,Tablet,Ropa,Transferencia,29.0,4,,4.0,10348.0,43894.0,1
14803,2025-09-08 19:00:00,Santiago,Mobile,Hogar,Efectivo,,5,16.0,,38331.0,170864.0,0
14804,2025-09-08 20:00:00,Santiago,Mobile,Hogar,Transferencia,40.0,4,9.8,,3440.0,15356.0,0
14805,2025-09-08 21:00:00,Valparaíso,Mobile,Hogar,Tarjeta,39.0,3,0.4,1.0,6680.0,22488.0,1
14806,2025-09-08 22:00:00,Santiago,Mobile,Ropa,Transferencia,43.0,4,9.7,4.0,6798.0,27083.0,0
14807,2025-09-08 23:00:00,Concepción,Mobile,Libros,Transferencia,33.0,4,11.9,5.0,4639.0,17450.0,0
14808,2025-09-09 00:00:00,Valparaíso,Mobile,Ropa,Tarjeta,55.0,9,9.2,5.0,17512.0,154444.0,0
14809,2025-09-09 01:00:00,La Serena,Mobile,Hogar,Tarjeta,32.0,5,0.5,5.0,7579.0,32261.0,1
14810,2025-09-09 02:00:00,Santiago,Tablet,Ropa,Tarjeta,70.0,9,29.9,,2671.0,25096.0,0
14811,2025-09-09 03:00:00,Valparaíso,Tablet,Libros,Tarjeta,41.0,3,0.9,3.0,5097.0,13151.0,0
14812,2025-09-09 04:00:00,Valparaíso,Desktop,Deportes,Tarjeta,59.0,11,2.3,,34082.0,409407.0,0
14813,2025-09-09 05:00:00,Santiago,Mobile,Electrónica,,32.0,3,12.2,3.0,17589.0,55557.0,0
14814,2025-09-09 06:00:00,Valparaíso,Desktop,Hogar,Tarjeta,41.0,1,0.5,5.0,5186.0,5751.0,1
14815,2025-09-09 07:00:00,Santiago,Desktop,Ropa,Tarjeta,60.0,2,4.5,4.0,20528.0,36226.0,1
14816,2025-09-09 08:00:00,Santiago,Tablet,Libros,,,12,39.9,4.0,5784.0,66195.0,0
14817,2025-09-09 09:00:00,Santiago,Desktop,Hogar,,52.0,3,14.7,,12829.0,40646.0,0
14818,2025-09-09 10:00:00,Santiago,Mobile,Hogar,Transferencia,49.0,2,10.5,,12057.0,23664.0,0
14819,2025-09-09 11:00:00,Valparaíso,Mobile,Deportes,Tarjeta,52.0,1,17.8,4.0,13346.0,11766.0,1
14820,2025-09-09 12:00:00,Santiago,Tablet,Electrónica,Transferencia,54.0,3,4.9,2.0,12913.0,38418.0,0
14821,2025-09-09 13:00:00,Santiago,Mobile,Ropa,Tarjeta,45.0,3,0.9,,17655.0,52140.0,0
14822,2025-09-09 14:00:00,Santiago,Mobile,Ropa,Tarjeta,39.0,17,7.0,,5782.0,85364.0,0
14823,2025-09-09 15:00:00,Santiago,Mobile,Hogar,,,5,1.4,4.0,8902.0,41208.0,0
14824,2025-09-09 16:00:00,Santiago,Mobile,Libros,Tarjeta,81.0,3,16.3,3.0,35211.0,100319.0,1
14825,2025-09-09 17:00:00,Santiago,Tablet,Hogar,Tarjeta,37.0,3,1.2,,5439.0,18555.0,0
14826,2025-09-09 18:00:00,Valparaíso,Mobile,Deportes,Tarjeta,36.0,3,9.4,2.0,8131.0,24741.0,0
14827,2025-09-09 19:00:00,Valparaíso,Mobile,Electrónica,,38.0,4,3.8,,4897.0,19557.0,0
14828,2025-09-09 20:00:00,Valparaíso,Tablet,Deportes,,,2,3.5,,24169.0,50799.0,0
14829,2025-09-09 21:00:00,Concepción,Mobile,Libros,Tarjeta,55.0,4,3.2,,7816.0,31028.0,0
14830,2025-09-09 22:00:00,Valparaíso,Desktop,Ropa,Tarjeta,,3,1.6,5.0,9705.0,29823.0,0
14831,2025-09-09 23:00:00,Valparaíso,Mobile,Libros,,,1,16.3,,21636.0,23274.0,0
14832,2025-09-10 00:00:00,Concepción,Desktop,Deportes,,52.0,4,10.3,,10039.0,43678.0,0
14833,2025-09-10 01:00:00,Santiago,Mobile,Ropa,Tarjeta,39.0,3,5.3,5.0,6023.0,19235.0,0
14834,2025-09-10 02:00:00,Concepción,Mobile,Electrónica,Tarjeta,50.0,3,1.7,3.0,12171.0,41789.0,1
14835,2025-09-10 03:00:00,Santiago,Mobile,Hogar,Tarjeta,36.0,7,7.4,,27541.0,182238.0,0
14836,2025-09-10 04:00:00,Santiago,Tablet,Electrónica,Transferencia,41.0,2,15.7,5.0,10916.0,21456.0,1
14837,2025-09-10 05:00:00,Concepción,Mobile,Hogar,Tarjeta,67.0,1,5.4,3.0,26496.0,29895.0,1
14838,2025-09-10 06:00:00,Santiago,Mobile,Electrónica,Tarjeta,75.0,7,1.6,5.0,7549.0,0.0,1
14839,2025-09-10 07:00:00,Santiago,Desktop,Ropa,Tarjeta,59.0,1,5.4,4.0,7040.0,6483.0,1
14840,2025-09-10 08:00:00,Santiago,Mobile,Ropa,Transferencia,46.0,3,2.3,4.0,94892.0,252972.0,1
14841,2025-09-10 09:00:00,Santiago,Desktop,Ropa,Tarjeta,,5,6.2,5.0,19190.0,105697.0,1
14842,2025-09-10 10:00:00,Santiago,Desktop,Hogar,Tarjeta,66.0,3,7.9,,12332.0,42248.0,0
14843,2025-09-10 11:00:00,Valparaíso,Mobile,Ropa,,51.0,3,1.3,,7725.0,25095.0,0
14844,2025-09-10 12:00:00,Concepción,Mobile,Libros,,54.0,1,0.5,,49462.0,55889.0,0
14845,2025-09-10 13:00:00,Concepción,Tablet,Hogar,,36.0,10,18.4,,22118.0,245817.0,0
14846,2025-09-10 14:00:00,Santiago,Mobile,Ropa,Tarjeta,26.0,2,3.2,1.0,26196.0,53681.0,1
14847,2025-09-10 15:00:00,La Serena,Mobile,Ropa,Transferencia,,5,5.6,,6321.0,29023.0,0
14848,2025-09-10 16:00:00,Valparaíso,Desktop,Electrónica,Tarjeta,29.0,11,5.3,3.0,23533.0,228558.0,1
14849,2025-09-10 17:00:00,Santiago,Mobile,Libros,,46.0,8,6.1,,26922.0,207646.0,0
14850,2025-09-10 18:00:00,Concepción,Desktop,Libros,Tarjeta,43.0,6,3.9,5.0,7358.0,42980.0,1
14851,2025-09-10 19:00:00,Concepción,Mobile,Hogar,,33.0,2,2.3,,6007.0,13082.0,0
14852,2025-09-10 20:00:00,Concepción,Desktop,Libros,,40.0,4,0.4,,20267.0,85972.0,0
14853,2025-09-10 21:00:00,Santiago,Mobile,Ropa,Transferencia,51.0,2,5.7,4.0,11346.0,24019.0,1
14854,2025-09-10 22:00:00,Valparaíso,Mobile,Hogar,Tarjeta,28.0,2,0.1,5.0,23685.0,48697.0,1
14855,2025-09-10 23:00:00,Concepción,Desktop,Deportes,Tarjeta,77.0,1,1.7,3.0,13486.0,14930.0,1
14856,2025-09-11 00:00:00,Valparaíso,Mobile,Electrónica,Efectivo,,1,1.9,5.0,4493.0,3965.0,0
14857,2025-09-11 01:00:00,Valparaíso,Mobile,Electrónica,Tarjeta,45.0,2,0.3,3.0,30545.0,64165.0,1
14858,2025-09-11 02:00:00,Valparaíso,Desktop,Deportes,Tarjeta,53.0,3,10.9,5.0,11759.0,32684.0,1
14859,2025-09-11 03:00:00,Concepción,Desktop,Hogar,,50.0,2,3.8,5.0,84338.0,178740.0,0
14860,2025-09-11 04:00:00,Santiago,Mobile,Deportes,,58.0,4,7.9,,7024.0,30420.0,0
14861,2025-09-11 05:00:00,Valparaíso,Mobile,Libros,Tarjeta,56.0,3,6.4,4.0,60264.0,203176.0,1
14862,2025-09-11 06:00:00,Santiago,Desktop,Ropa,Tarjeta,35.0,6,6.9,5.0,19796.0,112770.0,0
14863,2025-09-11 07:00:00,Valparaíso,Mobile,Deportes,Tarjeta,47.0,6,10.4,4.0,6015.0,36102.0,1
14864,2025-09-11 08:00:00,Concepción,Tablet,Deportes,Tarjeta,,1,5.5,,10795.0,11466.0,0
14865,2025-09-11 09:00:00,Santiago,Mobile,Libros,Tarjeta,57.0,2,19.8,,4190.0,8718.0,0
14866,2025-09-11 10:00:00,Valparaíso,Desktop,Hogar,Tarjeta,,6,,5.0,14729.0,87278.0,1
14867,2025-09-11 11:00:00,Santiago,Mobile,Ropa,Transferencia,41.0,2,18.5,,9243.0,21030.0,0
14868,2025-09-11 12:00:00,Santiago,Mobile,Ropa,Efectivo,60.0,2,6.1,,14706.0,33412.0,0
14869,2025-09-11 13:00:00,Santiago,Mobile,Electrónica,Transferencia,53.0,2,5.5,4.0,26925.0,55517.0,1
14870,2025-09-11 14:00:00,Santiago,Mobile,Ropa,,,3,5.7,,2662.0,8294.0,0
14871,2025-09-11 15:00:00,Santiago,Mobile,Ropa,,35.0,5,1.1,,42009.0,235205.0,0
14872,2025-09-11 16:00:00,Santiago,Mobile,Ropa,,,8,3.4,,14110.0,124851.0,0
14873,2025-09-11 17:00:00,Concepción,Desktop,Ropa,,44.0,6,6.0,,2265.0,13847.0,0
14874,2025-09-11 18:00:00,Concepción,Mobile,Libros,Tarjeta,25.0,3,38.3,2.0,25765.0,70689.0,0
14875,2025-09-11 19:00:00,Valparaíso,Tablet,Electrónica,Tarjeta,35.0,1,4.7,3.0,15871.0,17713.0,1
14876,2025-09-11 20:00:00,Santiago,Mobile,Deportes,Transferencia,41.0,3,9.6,4.0,19106.0,55304.0,1
14877,2025-09-11 21:00:00,La Serena,Desktop,Electrónica,,54.0,2,6.8,,21176.0,39158.0,0
14878,2025-09-11 22:00:00,Valparaíso,Desktop,Hogar,Tarjeta,47.0,1,4.6,1.0,33509.0,33445.0,1
14879,2025-09-11 23:00:00,Santiago,Tablet,Deportes,Tarjeta,45.0,1,7.7,3.0,10923.0,10964.0,1
14880,2025-09-12 00:00:00,Concepción,Mobile,Electrónica,,41.0,6,1.4,3.0,34102.0,201338.0,0
14881,2025-09-12 01:00:00,Santiago,Desktop,Electrónica,Tarjeta,33.0,3,4.0,2.0,19194.0,64734.0,1
14882,2025-09-12 02:00:00,Valparaíso,Mobile,Electrónica,Efectivo,31.0,2,1.9,5.0,7977.0,14874.0,1
14883,2025-09-12 03:00:00,Valparaíso,Mobile,Electrónica,Tarjeta,42.0,3,12.6,,19539.0,61727.0,0
14884,2025-09-12 04:00:00,Santiago,Desktop,Electrónica,,,2,2.6,4.0,37250.0,82535.0,0
14885,2025-09-12 05:00:00,Concepción,Mobile,Electrónica,Transferencia,42.0,8,,4.0,13911.0,101287.0,0
14886,2025-09-12 06:00:00,Santiago,Mobile,Libros,Tarjeta,67.0,1,7.1,,10934.0,11525.0,0
14887,2025-09-12 07:00:00,Santiago,Mobile,Libros,Tarjeta,29.0,3,0.8,,4976.0,13061.0,0
14888,2025-09-12 08:00:00,La Serena,Mobile,Deportes,Transferencia,44.0,5,22.6,1.0,32550.0,164452.0,0
14889,2025-09-12 09:00:00,La Serena,Mobile,Ropa,,,1,3.0,,10484.0,9444.0,0
14890,2025-09-12 10:00:00,Valparaíso,Desktop,Electrónica,Tarjeta,30.0,3,6.3,4.0,31637.0,102432.0,1
14891,2025-09-12 11:00:00,Valparaíso,Mobile,Ropa,,49.0,2,8.1,,37239.0,83545.0,0
14892,2025-09-12 12:00:00,Santiago,Desktop,Libros,,36.0,3,7.1,5.0,6139.0,16778.0,0
14893,2025-09-12 13:00:00,Concepción,Desktop,Hogar,Tarjeta,57.0,1,,5.0,3827.0,3665.0,1
14894,2025-09-12 14:00:00,Santiago,Desktop,Electrónica,Tarjeta,45.0,3,9.0,1.0,68708.0,222269.0,0
14895,2025-09-12 15:00:00,Santiago,Desktop,Deportes,Tarjeta,,3,13.0,4.0,18284.0,54030.0,1
14896,2025-09-12 16:00:00,Valparaíso,Desktop,Ropa,Transferencia,32.0,11,23.3,5.0,6778.0,73432.0,1
14897,2025-09-12 17:00:00,Santiago,Mobile,Deportes,,35.0,6,,,15697.0,93351.0,0
14898,2025-09-12 18:00:00,Santiago,Mobile,Electrónica,Tarjeta,53.0,6,5.4,4.0,4695.0,25276.0,1
14899,2025-09-12 19:00:00,Santiago,Tablet,Ropa,Transferencia,52.0,9,1.2,3.0,17710.0,140995.0,1
14900,2025-09-12 20:00:00,Santiago,Tablet,Ropa,Tarjeta,80.0,2,4.3,1.0,6327.0,12902.0,0
14901,2025-09-12 21:00:00,Santiago,Desktop,Electrónica,,30.0,4,36.3,,46129.0,198400.0,0
14902,2025-09-12 22:00:00,Santiago,Mobile,Hogar,Tarjeta,,3,13.7,3.0,15995.0,45531.0,1
14903,2025-09-12 23:00:00,Santiago,Mobile,Electrónica,Tarjeta,45.0,2,3.2,5.0,14187.0,31395.0,1
14904,2025-09-13 00:00:00,Concepción,Mobile,Deportes,,40.0,4,11.7,4.0,4832.0,21471.0,0
14905,2025-09-13 01:00:00,Concepción,Desktop,Libros,Tarjeta,43.0,5,1.4,5.0,7425.0,35455.0,0
14906,2025-09-13 02:00:00,Valparaíso,Desktop,Libros,Tarjeta,67.0,3,3.2,3.0,6704.0,22993.0,1
14907,2025-09-13 03:00:00,Valparaíso,Mobile,Libros,Efectivo,36.0,3,7.4,,25274.0,86683.0,0
14908,2025-09-13 04:00:00,Santiago,Desktop,Ropa,Transferencia,35.0,2,9.1,5.0,20676.0,47333.0,1
14909,2025-09-13 05:00:00,Santiago,Mobile,Ropa,Tarjeta,37.0,7,6.9,5.0,29303.0,215154.0,1
14910,2025-09-13 06:00:00,Santiago,Desktop,Electrónica,Tarjeta,29.0,5,7.5,4.0,23062.0,121113.0,1
14911,2025-09-13 07:00:00,Valparaíso,Mobile,Ropa,Efectivo,44.0,2,10.1,,10361.0,22105.0,0
14912,2025-09-13 08:00:00,Concepción,Desktop,Deportes,Tarjeta,,6,6.4,4.0,15535.0,107167.0,1
14913,2025-09-13 09:00:00,Valparaíso,Mobile,Electrónica,Efectivo,78.0,3,2.8,,15501.0,51691.0,0
14914,2025-09-13 10:00:00,Santiago,Mobile,Deportes,Tarjeta,49.0,1,9.1,,13810.0,13029.0,0
14915,2025-09-13 11:00:00,Santiago,Mobile,Libros,Tarjeta,58.0,5,12.0,2.0,8851.0,43304.0,1
14916,2025-09-13 12:00:00,Concepción,Tablet,Deportes,Tarjeta,37.0,8,,5.0,5777.0,51753.0,1
14917,2025-09-13 13:00:00,Santiago,Desktop,Libros,Tarjeta,33.0,2,0.2,3.0,18228.0,34387.0,1
14918,2025-09-13 14:00:00,Concepción,Mobile,Ropa,Tarjeta,56.0,5,3.4,4.0,25126.0,114833.0,1
14919,2025-09-13 15:00:00,Valparaíso,Desktop,Electrónica,Tarjeta,33.0,5,8.0,4.0,12737.0,71471.0,1
14920,2025-09-13 16:00:00,Concepción,Desktop,Hogar,Tarjeta,44.0,2,1.1,,11958.0,25135.0,0
14921,2025-09-13 17:00:00,La Serena,Desktop,Deportes,Tarjeta,,3,0.6,4.0,6509.0,19401.0,1
14922,2025-09-13 18:00:00,La Serena,Mobile,Electrónica,Transferencia,,3,16.0,4.0,12215.0,40064.0,0
14923,2025-09-13 19:00:00,Valparaíso,Mobile,Hogar,,45.0,7,5.0,,15089.0,92266.0,0
14924,2025-09-13 20:00:00,Valparaíso,Mobile,Electrónica,,75.0,1,14.1,,21096.0,21007.0,0
14925,2025-09-13 21:00:00,Santiago,Mobile,Hogar,Tarjeta,,1,11.0,,39213.0,40249.0,0
14926,2025-09-13 22:00:00,La Serena,Desktop,Electrónica,Tarjeta,46.0,7,,2.0,5461.0,39811.0,1
14927,2025-09-13 23:00:00,Valparaíso,Mobile,Libros,Tarjeta,64.0,2,2.5,3.0,14472.0,26822.0,0
14928,2025-09-14 00:00:00,Santiago,Mobile,Hogar,Transferencia,41.0,2,1.0,2.0,8910.0,19067.0,0
14929,2025-09-14 01:00:00,Santiago,Mobile,Electrónica,Transferencia,45.0,6,1.6,4.0,32998.0,171133.0,1
14930,2025-09-14 02:00:00,Santiago,Mobile,Hogar,Transferencia,51.0,7,3.8,4.0,13636.0,93624.0,0
14931,2025-09-14 03:00:00,Valparaíso,Tablet,Libros,Tarjeta,56.0,1,5.1,5.0,15672.0,13531.0,1
14932,2025-09-14 04:00:00,Valparaíso,Tablet,Hogar,Tarjeta,,6,12.0,3.0,18978.0,113206.0,1
14933,2025-09-14 05:00:00,Santiago,Mobile,Hogar,,96.0,4,3.7,,21789.0,76386.0,0
14934,2025-09-14 06:00:00,Santiago,Desktop,Electrónica,Tarjeta,65.0,1,11.6,,34191.0,38799.0,0
14935,2025-09-14 07:00:00,La Serena,Mobile,Deportes,Efectivo,54.0,5,0.0,5.0,21276.0,109969.0,0
14936,2025-09-14 08:00:00,Concepción,Desktop,Libros,,,6,1.1,,16130.0,109714.0,0
14937,2025-09-14 09:00:00,Concepción,Mobile,Electrónica,Tarjeta,38.0,11,11.1,4.0,40338.0,453642.0,1
14938,2025-09-14 10:00:00,Santiago,Mobile,Ropa,Tarjeta,37.0,17,2.4,3.0,4282.0,78469.0,1
14939,2025-09-14 11:00:00,Concepción,Desktop,Hogar,,,1,10.7,,22658.0,24462.0,0
14940,2025-09-14 12:00:00,Valparaíso,Desktop,Ropa,,57.0,3,20.7,,13214.0,44578.0,0
14941,2025-09-14 13:00:00,Santiago,Mobile,Electrónica,Tarjeta,85.0,1,15.1,3.0,15259.0,14645.0,1
14942,2025-09-14 14:00:00,Santiago,Desktop,Deportes,Tarjeta,70.0,2,0.9,3.0,4673.0,9986.0,1
14943,2025-09-14 15:00:00,Santiago,Desktop,Libros,Tarjeta,88.0,4,14.3,5.0,18708.0,77682.0,1
14944,2025-09-14 16:00:00,Santiago,Mobile,Electrónica,Transferencia,52.0,1,4.8,4.0,7534.0,6562.0,1
14945,2025-09-14 17:00:00,La Serena,Mobile,Deportes,Tarjeta,,2,13.2,4.0,14550.0,31997.0,1
14946,2025-09-14 18:00:00,Santiago,Mobile,Electrónica,Transferencia,34.0,2,3.1,3.0,7702.0,17377.0,0
14947,2025-09-14 19:00:00,Santiago,Desktop,Deportes,Transferencia,35.0,3,5.9,4.0,23107.0,67893.0,1
14948,2025-09-14 20:00:00,Valparaíso,Tablet,Ropa,Tarjeta,56.0,4,13.4,5.0,6936.0,26597.0,1
14949,2025-09-14 21:00:00,Santiago,Mobile,Deportes,Transferencia,30.0,3,2.0,4.0,22643.0,72381.0,1
14950,2025-09-14 22:00:00,Valparaíso,Desktop,Libros,,52.0,3,16.3,2.0,22199.0,63176.0,0
14951,2025-09-14 23:00:00,Santiago,Desktop,Ropa,Tarjeta,40.0,9,13.4,5.0,4836.0,40947.0,1
14952,2025-09-15 00:00:00,Concepción,Mobile,Hogar,,54.0,3,10.6,4.0,9753.0,25752.0,0
14953,2025-09-15 01:00:00,Santiago,Mobile,Ropa,,60.0,2,14.9,,5049.0,9149.0,0
14954,2025-09-15 02:00:00,Valparaíso,Mobile,Ropa,Tarjeta,45.0,4,3.6,,10085.0,40684.0,0
14955,2025-09-15 03:00:00,Concepción,Desktop,Hogar,Transferencia,,4,13.6,5.0,18975.0,85973.0,0
14956,2025-09-15 04:00:00,Concepción,Desktop,Ropa,Tarjeta,42.0,2,5.2,5.0,26988.0,50789.0,0
14957,2025-09-15 05:00:00,Concepción,Mobile,Ropa,Tarjeta,38.0,2,7.3,,7433.0,16038.0,0
14958,2025-09-15 06:00:00,Valparaíso,Mobile,Hogar,Tarjeta,50.0,1,17.0,,30820.0,32549.0,0
14959,2025-09-15 07:00:00,Santiago,Desktop,Hogar,Transferencia,,2,2.7,2.0,7800.0,14400.0,1
14960,2025-09-15 08:00:00,Valparaíso,Mobile,Libros,Transferencia,51.0,4,3.2,3.0,8745.0,36078.0,1
14961,2025-09-15 09:00:00,Concepción,Mobile,Ropa,Tarjeta,47.0,1,7.3,4.0,13515.0,14150.0,1
14962,2025-09-15 10:00:00,Concepción,Mobile,Ropa,Tarjeta,30.0,6,6.2,2.0,5077.0,29589.0,0
14963,2025-09-15 11:00:00,Santiago,Mobile,Ropa,Transferencia,,2,2.6,,5931.0,13461.0,0
14964,2025-09-15 12:00:00,Santiago,Desktop,Libros,,40.0,6,2.9,,6189.0,39623.0,0
14965,2025-09-15 13:00:00,Concepción,Mobile,Ropa,Transferencia,,2,2.2,,8622.0,15934.0,0
14966,2025-09-15 14:00:00,Santiago,Desktop,Hogar,,32.0,2,6.6,,29608.0,57084.0,0
14967,2025-09-15 15:00:00,Santiago,Mobile,Hogar,Tarjeta,57.0,4,0.0,,7037.0,27896.0,0
14968,2025-09-15 16:00:00,Santiago,Mobile,Hogar,Tarjeta,48.0,5,5.2,,11910.0,57018.0,0
14969,2025-09-15 17:00:00,Valparaíso,Mobile,Hogar,,47.0,1,1.5,4.0,8133.0,7821.0,0
14970,2025-09-15 18:00:00,La Serena,Desktop,Deportes,Transferencia,42.0,8,2.0,,17550.0,157783.0,0
14971,2025-09-15 19:00:00,Valparaíso,Mobile,Hogar,Efectivo,42.0,5,5.0,,2798.0,13073.0,0
14972,2025-09-15 20:00:00,Santiago,Mobile,Libros,Tarjeta,37.0,4,16.8,5.0,14967.0,52332.0,1
14973,2025-09-15 21:00:00,Santiago,Desktop,Deportes,Tarjeta,41.0,2,22.4,5.0,10227.0,22668.0,1
14974,2025-09-15 22:00:00,Santiago,Mobile,Ropa,Transferencia,,3,0.9,5.0,2908.0,7815.0,1
14975,2025-09-15 23:00:00,Valparaíso,Mobile,Hogar,,48.0,5,14.2,3.0,18721.0,89574.0,0
14976,2025-09-16 00:00:00,Valparaíso,Mobile,Ropa,Tarjeta,55.0,1,1.1,5.0,25019.0,24625.0,0
14977,2025-09-16 01:00:00,Santiago,Desktop,Hogar,Tarjeta,,1,3.5,3.0,3614.0,4127.0,1
14978,2025-09-16 02:00:00,Valparaíso,Tablet,Hogar,Tarjeta,61.0,4,3.0,,22597.0,86647.0,0
